Function,Run,Seed,BestScore
F20,16,1015,-3.3217037861301315
F20,17,1016,-3.3217892668861886
F20,18,1017,-3.32148238497215
F20,19,1018,-3.3220755265925157
F20,20,1019,-3.3217968580447113
F20,21,1020,-3.321468960446603
F20,22,1021,-3.322020830135588
F20,23,1022,-3.2019460133036564
F20,24,1023,-3.3216905523207885
F20,25,1024,-3.3218030457735375
F20,26,1025,-3.0768526050382383
F20,27,1026,-3.2030655784863313
F20,28,1027,-3.321545331168344
F20,29,1028,-3.3219824295562024
F20,30,1029,-3.322075692241015
F21,1,1000,-10.15181388097951
F21,2,1001,-5.100403777159541
F21,3,1002,-5.05514902826489
F21,4,1003,-5.087930317317617
F21,5,1004,-10.14886730620895
F21,6,1005,-10.146829542319757
F21,7,1006,-10.150912248727902
F21,8,1007,-5.055195884766155
F21,9,1008,-10.152961960400114
F21,10,1009,-10.14538870375721
F21,11,1010,-10.150964767743666
F21,12,1011,-10.153080994377996
F21,13,1012,-10.132485564514207
F21,14,1013,-10.148258813780792
F21,15,1014,-10.153169470239364
F21,16,1015,-10.145658026052999
F21,17,1016,-10.15282921469298
F21,18,1017,-5.100756947432291
F21,19,1018,-10.132235282943709
F21,20,1019,-5.0786434265422535
F21,21,1020,-10.151792638935408
F21,22,1021,-10.14425215272095
F21,23,1022,-5.098808617125165
F21,24,1023,-10.141800937745518
F21,25,1024,-10.151975624419359
F21,26,1025,-10.135814096178464
F21,27,1026,-10.152223449294778
F21,28,1027,-10.153141793526629
F21,29,1028,-10.1531965737984
F21,30,1029,-5.0551862616753445
F22,1,1000,-10.402577818901236
F22,2,1001,-10.39528037335725
F22,3,1002,-5.087670078838081
F22,4,1003,-5.11587161877121
F22,5,1004,-10.377638835798521
F22,6,1005,-10.398779522651136
F22,7,1006,-10.402597656689652
F22,8,1007,-5.087671352320769
F22,9,1008,-10.40017380217571
F22,10,1009,-10.395519851034939
F22,11,1010,-10.400845384157781
F22,12,1011,-10.384317575527486
F22,13,1012,-10.38319095804468
F22,14,1013,-10.39452376071502
F22,15,1014,-10.402842392845315
F22,16,1015,-10.39635362728027
F22,17,1016,-10.402564093469923
F22,18,1017,-10.400950910281749
F22,19,1018,-10.383069406033679
F22,20,1019,-5.106688764079738
F22,21,1020,-10.398519746004629
F22,22,1021,-10.396805287380438
F22,23,1022,-5.126812487084918
F22,24,1023,-10.373861936609407
F22,25,1024,-10.389409810848468
F22,26,1025,-5.087660083802324
F22,27,1026,-10.401840803234014
F22,28,1027,-10.400308627212548
F22,29,1028,-10.39617461647716
F22,30,1029,-10.40226489534085
F23,1,1000,-10.536069622903003
F23,2,1001,-10.535789744807133
F23,3,1002,-5.128480402474645
F23,4,1003,-10.531844023100563
F23,5,1004,-10.53607372259214
F23,6,1005,-10.530053938047631
F23,7,1006,-10.534693424166761
F23,8,1007,-10.518683003223622
F23,9,1008,-10.533616986048665
F23,10,1009,-10.533503222899935
F23,11,1010,-10.532878759180415
F23,12,1011,-2.869743421841286
F23,13,1012,-10.517266076011486
F23,14,1013,-10.53626654051532
F23,15,1014,-10.527411750258208
F23,16,1015,-5.172989403508962
F23,17,1016,-10.536086032678085
F23,18,1017,-10.534426635229739
F23,19,1018,-10.516397458453977
F23,20,1019,-5.153562557853562
F23,21,1020,-10.531743878394096
F23,22,1021,-10.530579988870993
F23,23,1022,-10.536244729131111
F23,24,1023,-2.870207034633126
F23,25,1024,-5.170409214032295
F23,26,1025,-10.534422081539457
F23,27,1026,-5.175033215510491
F23,28,1027,-10.533596420508427
F23,29,1028,-10.533091714987018
F23,30,1029,-10.529524496039759
